gpu,sm_pct,mem_pct,enc_pct,dec_pct,jpg_pct,ofa_pct,fb_mb,bar1_mb,ccpm_mb
0,97,38,0,0,0,0,1910,5,0
0,98,47,0,0,0,0,1910,5,0
0,95,37,0,0,0,0,1910,5,0
0,96,43,0,0,0,0,1910,5,0
0,95,44,0,0,0,0,1910,5,0
0,95,46,0,0,0,0,1910,5,0
0,97,44,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,44,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,97,39,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,46,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,95,37,0,0,0,0,1910,5,0
0,95,36,0,0,0,0,1910,5,0
0,96,43,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,96,41,0,0,0,0,1910,5,0
0,99,41,0,0,0,0,1910,5,0
0,91,35,0,0,0,0,1910,5,0
0,84,33,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,45,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,95,41,0,0,0,0,1910,5,0
0,100,48,0,0,0,0,1910,5,0
0,100,41,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,36,0,0,0,0,1910,5,0
0,97,43,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,100,39,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,39,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,94,35,0,0,0,0,1910,5,0
0,96,41,0,0,0,0,1910,5,0
0,100,48,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,36,0,0,0,0,1910,5,0
0,97,44,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,39,0,0,0,0,1910,5,0
0,100,48,0,0,0,0,1910,5,0
0,100,41,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,95,45,0,0,0,0,1910,5,0
0,100,43,0,0,0,0,1910,5,0
0,96,38,0,0,0,0,1910,5,0
0,97,36,0,0,0,0,1910,5,0
0,96,43,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,98,43,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,99,38,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,40,0,0,0,0,1910,5,0
0,100,48,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,96,38,0,0,0,0,1910,5,0
0,98,46,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,36,0,0,0,0,1910,5,0
0,97,45,0,0,0,0,1910,5,0
0,100,43,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,98,36,0,0,0,0,1910,5,0
0,94,45,0,0,0,0,1910,5,0
0,100,43,0,0,0,0,1910,5,0
0,96,37,0,0,0,0,1910,5,0
0,94,36,0,0,0,0,1910,5,0
0,97,41,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,91,35,0,0,0,0,1910,5,0
0,89,40,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,99,40,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,40,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,40,0,0,0,0,1910,5,0
0,96,37,0,0,0,0,1910,5,0
0,95,38,0,0,0,0,1910,5,0
0,96,46,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,95,36,0,0,0,0,1910,5,0
0,97,42,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,39,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,40,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,41,0,0,0,0,1910,5,0
0,95,37,0,0,0,0,1910,5,0
0,96,36,0,0,0,0,1910,5,0
0,97,43,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,97,41,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,39,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,39,0,0,0,0,1910,5,0
0,100,48,0,0,0,0,1910,5,0
0,100,43,0,0,0,0,1910,5,0
0,96,37,0,0,0,0,1910,5,0
0,93,35,0,0,0,0,1910,5,0
0,95,42,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,98,38,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,96,40,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,97,43,0,0,0,0,1910,5,0
0,100,45,0,0,0,0,1910,5,0
0,97,37,0,0,0,0,1910,5,0
0,96,36,0,0,0,0,1910,5,0
0,96,38,0,0,0,0,1910,5,0
0,94,45,0,0,0,0,1910,5,0
0,100,44,0,0,0,0,1910,5,0
0,97,38,0,0,0,0,1910,5,0
0,96,36,0,0,0,0,1910,5,0
0,97,40,0,0,0,0,1910,5,0
0,100,47,0,0,0,0,1910,5,0
0,100,42,0,0,0,0,1910,5,0
0,98,38,0,0,0,0,1910,5,0
0,96,32,0,0,0,0,1910,5,0
0,96,32,0,0,0,0,1910,5,0
0,95,32,0,0,0,0,1910,5,0
0,93,31,0,0,0,0,1910,5,0
0,86,30,0,0,0,0,1910,5,0
0,88,30,0,0,0,0,1910,5,0
0,91,30,0,0,0,0,1910,5,0
0,91,31,0,0,0,0,1910,5,0
0,95,31,0,0,0,0,1910,5,0
0,95,31,0,0,0,0,1910,5,0
0,37,15,0,0,0,0,1912,5,0
